order_id,user_id,store_id,total_price,status,created_at,updated_at,delivery_type,shipping_address
139,18,7,126706,pending,2024-07-04 15:06:37,2024-07-04 15:06:37,delivery,
140,19,9,178088,completed,2024-03-02 09:26:15,2024-03-02 09:26:15,delivery,
141,19,11,262390,completed,2025-04-13 04:05:23,2025-04-13 04:05:23,dine-in,
142,19,10,380831,pending,2025-10-30 13:35:20,2025-10-30 13:35:20,dine-in,
143,19,3,385319,completed,2025-10-01 07:02:11,2025-10-01 07:02:11,takeaway,
144,19,8,290732,completed,2024-09-29 22:19:37,2024-09-29 22:19:37,delivery,
145,19,13,337127,completed,2025-08-18 08:53:51,2025-08-18 08:53:51,dine-in,
146,19,8,223338,pending,2024-08-29 00:00:38,2024-08-29 00:00:38,takeaway,
147,19,8,100888,completed,2024-11-23 23:45:56,2024-11-23 23:45:56,dine-in,
148,19,7,535452,pending,2024-05-04 20:59:36,2024-05-04 20:59:36,dine-in,
149,19,2,238083,completed,2025-06-29 10:12:20,2025-06-29 10:12:20,delivery,
150,19,5,372397,completed,2025-10-13 12:52:29,2025-10-13 12:52:29,takeaway,
151,19,10,138210,pending,2024-03-27 18:46:47,2024-03-27 18:46:47,dine-in,
152,19,12,209838,completed,2025-10-30 15:09:40,2025-10-30 15:09:40,dine-in,
153,19,1,143205,cancelled,2025-11-27 20:42:33,2025-11-27 20:42:33,takeaway,
154,19,13,359944,pending,2025-09-04 02:35:25,2025-09-04 02:35:25,dine-in,
155,20,10,218984,completed,2024-10-31 07:40:01,2024-10-31 07:40:01,delivery,
156,20,14,270030,completed,2025-02-27 04:44:35,2025-02-27 04:44:35,takeaway,
157,20,1,245050,pending,2025-10-14 08:38:48,2025-10-14 08:38:48,dine-in,
158,20,8,122361,completed,2025-09-11 09:11:19,2025-09-11 09:11:19,takeaway,
159,20,8,213414,completed,2024-10-13 19:37:18,2024-10-13 19:37:18,dine-in,
160,20,5,445353,completed,2024-06-07 21:32:00,2024-06-07 21:32:00,takeaway,
161,20,3,180756,completed,2025-01-26 09:08:14,2025-01-26 09:08:14,delivery,
162,20,6,182655,completed,2025-06-14 10:33:51,2025-06-14 10:33:51,takeaway,
163,20,4,251385,completed,2024-12-26 07:44:40,2024-12-26 07:44:40,delivery,
164,20,7,434256,completed,2025-09-12 15:30:40,2025-09-12 15:30:40,delivery,
165,20,2,210630,completed,2025-02-28 23:11:38,2025-02-28 23:11:38,delivery,
166,20,11,305649,completed,2024-02-18 10:07:19,2024-02-18 10:07:19,takeaway,
167,20,6,188870,completed,2025-04-24 13:21:14,2025-04-24 13:21:14,takeaway,
168,20,3,199813,completed,2025-05-08 10:53:26,2025-05-08 10:53:26,delivery,
169,20,15,436645,completed,2025-02-08 13:11:55,2025-02-08 13:11:55,takeaway,
170,21,6,373013,completed,2024-11-28 16:51:45,2024-11-28 16:51:45,dine-in,
171,21,10,109562,completed,2024-05-08 04:05:59,2024-05-08 04:05:59,delivery,
172,21,5,102658,pending,2024-03-28 15:53:44,2024-03-28 15:53:44,delivery,
173,21,15,62000,cancelled,2025-09-25 11:13:30,2025-09-25 11:13:30,delivery,
174,21,15,237125,completed,2025-10-03 23:13:46,2025-10-03 23:13:46,delivery,
175,21,7,105735,completed,2025-03-28 13:32:21,2025-03-28 13:32:21,takeaway,
176,21,8,269929,completed,2025-08-20 01:27:49,2025-08-20 01:27:49,takeaway,
177,21,10,303440,completed,2025-03-14 08:58:58,2025-03-14 08:58:58,delivery,
178,21,14,339296,completed,2025-07-02 19:29:53,2025-07-02 19:29:53,takeaway,
179,22,3,474862,completed,2025-10-24 11:35:53,2025-10-24 11:35:53,takeaway,
180,22,8,255420,completed,2024-10-01 21:08:59,2024-10-01 21:08:59,delivery,
181,22,12,43626,completed,2025-01-12 01:28:03,2025-01-12 01:28:03,dine-in,
182,22,9,355305,completed,2024-03-18 17:17:05,2024-03-18 17:17:05,delivery,
183,22,8,350287,completed,2024-10-07 10:46:33,2024-10-07 10:46:33,dine-in,
184,22,3,151536,pending,2024-06-22 02:39:09,2024-06-22 02:39:09,dine-in,
185,22,1,268227,completed,2024-11-25 11:16:33,2024-11-25 11:16:33,takeaway,
186,22,9,166863,completed,2024-02-06 01:54:20,2024-02-06 01:54:20,delivery,
187,23,12,306832,completed,2024-02-02 13:27:07,2024-02-02 13:27:07,takeaway,
188,23,15,145642,completed,2025-06-18 07:30:06,2025-06-18 07:30:06,takeaway,
189,23,8,607693,completed,2025-03-13 08:34:18,2025-03-13 08:34:18,takeaway,
190,23,6,229771,completed,2024-08-11 22:42:41,2024-08-11 22:42:41,dine-in,
191,23,8,311143,completed,2024-04-19 15:17:23,2024-04-19 15:17:23,dine-in,
192,23,6,298162,completed,2025-04-15 00:13:38,2025-04-15 00:13:38,takeaway,
193,23,2,331607,completed,2024-05-20 11:18:56,2024-05-20 11:18:56,dine-in,
194,24,3,431238,completed,2025-06-20 16:44:07,2025-06-20 16:44:07,delivery,
195,24,8,495250,completed,2025-08-05 12:41:56,2025-08-05 12:41:56,takeaway,
196,24,11,37302,completed,2024-09-16 05:34:08,2024-09-16 05:34:08,dine-in,
197,24,9,388220,completed,2025-09-08 02:52:54,2025-09-08 02:52:54,takeaway,
198,24,12,702397,pending,2024-08-04 02:32:30,2024-08-04 02:32:30,delivery,
199,25,13,79902,completed,2024-02-06 13:44:25,2024-02-06 13:44:25,delivery,
200,25,7,494445,completed,2024-09-30 20:49:35,2024-09-30 20:49:35,delivery,
201,25,4,32148,completed,2025-04-12 11:20:45,2025-04-12 11:20:45,delivery,
202,25,11,63753,completed,2024-11-23 13:07:59,2024-11-23 13:07:59,delivery,
203,25,3,190157,completed,2024-01-05 19:27:40,2024-01-05 19:27:40,dine-in,
204,25,6,309334,completed,2025-07-28 07:20:38,2025-07-28 07:20:38,delivery,
205,25,11,188858,completed,2025-03-13 06:46:16,2025-03-13 06:46:16,dine-in,
206,25,12,91113,pending,2024-05-11 02:22:03,2024-05-11 02:22:03,dine-in,
207,25,9,498272,completed,2024-10-15 17:55:27,2024-10-15 17:55:27,delivery,
208,25,4,188126,pending,2024-03-26 19:46:13,2024-03-26 19:46:13,delivery,
209,25,10,378661,completed,2025-05-25 03:47:31,2025-05-25 03:47:31,dine-in,
210,25,4,261086,completed,2024-03-04 10:30:22,2024-03-04 10:30:22,takeaway,
211,25,1,270697,pending,2025-07-20 11:39:11,2025-07-20 11:39:11,takeaway,
212,25,5,226228,completed,2025-02-27 02:33:50,2025-02-27 02:33:50,takeaway,
213,25,2,29189,pending,2024-01-13 22:40:53,2024-01-13 22:40:53,takeaway,
214,26,8,197313,completed,2025-10-23 23:22:41,2025-10-23 23:22:41,delivery,
215,26,10,106779,completed,2025-09-08 01:03:01,2025-09-08 01:03:01,dine-in,
216,26,15,290199,completed,2025-01-28 19:02:15,2025-01-28 19:02:15,delivery,
217,26,13,302251,cancelled,2024-09-21 14:24:05,2024-09-21 14:24:05,dine-in,
218,26,15,62464,completed,2025-01-18 05:56:33,2025-01-18 05:56:33,delivery,
219,26,14,119421,cancelled,2024-08-26 21:11:04,2024-08-26 21:11:04,dine-in,
220,26,14,493785,completed,2024-07-02 02:19:17,2024-07-02 02:19:17,dine-in,
221,26,10,312257,completed,2025-04-20 20:10:38,2025-04-20 20:10:38,delivery,
222,26,12,208146,completed,2024-03-02 17:45:21,2024-03-02 17:45:21,takeaway,
223,26,10,385155,completed,2024-02-16 07:24:55,2024-02-16 07:24:55,takeaway,
224,26,8,82479,completed,2025-05-22 02:19:42,2025-05-22 02:19:42,delivery,
225,26,8,274340,completed,2024-10-29 17:40:46,2024-10-29 17:40:46,takeaway,
226,26,12,284414,completed,2025-05-31 20:18:41,2025-05-31 20:18:41,delivery,
227,26,1,261897,cancelled,2024-05-15 09:13:23,2024-05-15 09:13:23,dine-in,
228,27,4,156368,completed,2024-03-23 14:36:56,2024-03-23 14:36:56,delivery,
229,27,15,114708,completed,2025-04-23 18:26:34,2025-04-23 18:26:34,dine-in,
230,27,15,96927,completed,2025-04-08 22:10:09,2025-04-08 22:10:09,dine-in,
231,27,14,353024,completed,2024-02-16 21:34:36,2024-02-16 21:34:36,dine-in,
232,27,12,261930,completed,2024-11-06 21:58:39,2024-11-06 21:58:39,delivery,
233,27,7,283110,completed,2025-09-02 07:49:13,2025-09-02 07:49:13,dine-in,
234,28,11,127895,completed,2024-05-11 02:05:56,2024-05-11 02:05:56,dine-in,
235,28,3,224890,completed,2024-09-28 18:52:54,2024-09-28 18:52:54,dine-in,
236,28,3,366877,completed,2025-11-07 23:25:37,2025-11-07 23:25:37,delivery,
237,28,12,422640,completed,2025-04-30 18:46:28,2025-04-30 18:46:28,dine-in,
238,28,4,446664,cancelled,2025-08-16 15:29:21,2025-08-16 15:29:21,takeaway,
239,28,9,492578,completed,2025-05-03 08:57:26,2025-05-03 08:57:26,delivery,
240,28,11,550612,completed,2025-05-03 13:03:01,2025-05-03 13:03:01,delivery,
241,28,6,216123,cancelled,2024-11-01 03:47:09,2024-11-01 03:47:09,takeaway,
242,28,1,538151,completed,2024-06-24 02:40:44,2024-06-24 02:40:44,takeaway,
243,28,4,227120,completed,2024-02-25 12:50:45,2024-02-25 12:50:45,dine-in,
244,28,1,281934,completed,2024-12-06 12:12:00,2024-12-06 12:12:00,takeaway,
245,28,15,226747,completed,2025-04-17 19:01:12,2025-04-17 19:01:12,dine-in,
246,28,13,158738,completed,2024-04-07 06:11:37,2024-04-07 06:11:37,takeaway,
247,28,8,137337,completed,2024-11-29 04:25:40,2024-11-29 04:25:40,takeaway,
248,28,4,403197,pending,2024-02-25 20:53:51,2024-02-25 20:53:51,takeaway,
249,29,15,260340,completed,2024-11-21 21:30:37,2024-11-21 21:30:37,delivery,
250,29,5,106081,pending,2025-02-07 01:16:08,2025-02-07 01:16:08,delivery,
251,29,4,33339,completed,2025-09-06 20:59:39,2025-09-06 20:59:39,delivery,
252,29,4,208212,completed,2024-07-20 21:59:47,2024-07-20 21:59:47,takeaway,
253,29,3,433751,pending,2024-06-02 22:41:17,2024-06-02 22:41:17,dine-in,
254,29,10,495352,completed,2024-08-17 17:16:56,2024-08-17 17:16:56,takeaway,
255,29,4,209653,completed,2025-03-10 16:06:38,2025-03-10 16:06:38,delivery,
256,29,7,81119,completed,2025-07-29 10:56:28,2025-07-29 10:56:28,delivery,
257,29,2,62279,completed,2024-11-05 13:50:17,2024-11-05 13:50:17,delivery,
258,29,4,458604,completed,2025-06-07 03:44:23,2025-06-07 03:44:23,takeaway,
259,30,11,410072,completed,2024-09-08 20:08:56,2024-09-08 20:08:56,takeaway,
260,30,7,63288,completed,2025-09-05 14:19:47,2025-09-05 14:19:47,delivery,
261,30,11,431916,completed,2024-02-21 05:12:06,2024-02-21 05:12:06,takeaway,
262,30,2,231510,completed,2024-04-11 12:31:34,2024-04-11 12:31:34,dine-in,
263,30,14,482784,completed,2024-08-09 12:58:26,2024-08-09 12:58:26,takeaway,
264,30,11,164329,completed,2025-11-15 02:27:58,2025-11-15 02:27:58,delivery,
265,30,3,367229,completed,2024-01-22 20:22:24,2024-01-22 20:22:24,dine-in,
266,31,13,360734,completed,2025-11-12 13:53:50,2025-11-12 13:53:50,delivery,
267,31,12,422062,completed,2024-07-28 15:06:06,2024-07-28 15:06:06,delivery,
268,31,1,300730,completed,2024-12-07 17:48:07,2024-12-07 17:48:07,delivery,
269,31,14,363360,pending,2025-03-04 15:56:03,2025-03-04 15:56:03,dine-in,
270,31,7,179182,pending,2025-06-02 03:57:28,2025-06-02 03:57:28,takeaway,
271,31,9,195009,completed,2025-01-07 11:33:37,2025-01-07 11:33:37,dine-in,
272,31,10,51955,completed,2025-07-04 06:34:54,2025-07-04 06:34:54,dine-in,
273,31,14,100494,completed,2025-02-16 13:17:49,2025-02-16 13:17:49,takeaway,
274,31,2,148124,completed,2025-06-05 03:24:24,2025-06-05 03:24:24,dine-in,
275,31,7,84823,completed,2024-06-11 00:49:23,2024-06-11 00:49:23,delivery,
276,31,15,212195,cancelled,2024-05-04 02:43:11,2024-05-04 02:43:11,dine-in,
277,31,2,287191,completed,2025-06-30 23:25:46,2025-06-30 23:25:46,takeaway,
278,31,5,83900,completed,2024-09-07 11:48:49,2024-09-07 11:48:49,dine-in,
279,31,9,202061,completed,2024-06-07 20:23:47,2024-06-07 20:23:47,delivery,
280,31,9,386090,completed,2025-06-21 17:29:46,2025-06-21 17:29:46,dine-in,
281,32,8,352943,completed,2025-07-12 21:07:02,2025-07-12 21:07:02,dine-in,
282,32,4,68214,completed,2025-11-28 06:40:40,2025-11-28 06:40:40,dine-in,
283,32,5,287609,completed,2025-10-02 08:35:49,2025-10-02 08:35:49,delivery,
284,32,9,241082,completed,2024-06-25 23:17:45,2024-06-25 23:17:45,dine-in,
285,32,8,243704,completed,2024-09-16 03:58:28,2024-09-16 03:58:28,dine-in,
286,32,9,130970,completed,2024-07-05 08:02:42,2024-07-05 08:02:42,takeaway,
287,32,11,211298,completed,2025-02-01 22:34:35,2025-02-01 22:34:35,dine-in,
288,32,5,385370,completed,2025-08-16 17:59:19,2025-08-16 17:59:19,takeaway,
289,32,14,213485,cancelled,2024-12-07 04:48:04,2024-12-07 04:48:04,takeaway,
290,32,4,324278,completed,2024-12-27 20:42:25,2024-12-27 20:42:25,delivery,
291,32,7,365999,completed,2024-07-24 13:00:10,2024-07-24 13:00:10,takeaway,
292,32,2,104785,completed,2025-08-08 00:16:50,2025-08-08 00:16:50,dine-in,
293,32,11,318338,completed,2024-09-07 23:54:30,2024-09-07 23:54:30,dine-in,
294,33,5,542356,completed,2024-10-13 20:07:23,2024-10-13 20:07:23,delivery,
295,33,13,340959,cancelled,2025-01-12 10:08:47,2025-01-12 10:08:47,delivery,
296,33,1,312838,cancelled,2025-06-11 06:30:08,2025-06-11 06:30:08,dine-in,
297,33,6,543680,pending,2024-05-26 15:03:49,2024-05-26 15:03:49,delivery,
298,33,5,258749,completed,2024-02-14 13:02:54,2024-02-14 13:02:54,delivery,
299,33,1,416107,completed,2024-01-16 08:49:02,2024-01-16 08:49:02,takeaway,
300,33,14,531771,pending,2024-07-19 05:56:02,2024-07-19 05:56:02,delivery,
301,33,12,386927,completed,2024-06-22 01:33:55,2024-06-22 01:33:55,takeaway,
302,33,9,116288,completed,2024-08-31 04:17:59,2024-08-31 04:17:59,dine-in,
303,33,9,179627,pending,2024-04-21 22:51:18,2024-04-21 22:51:18,dine-in,
304,34,13,364662,completed,2024-03-29 06:54:09,2024-03-29 06:54:09,dine-in,
305,34,8,348166,completed,2024-10-18 14:48:35,2024-10-18 14:48:35,takeaway,
306,34,1,311870,completed,2025-02-25 08:13:02,2025-02-25 08:13:02,takeaway,
307,34,12,167622,completed,2025-09-15 18:47:58,2025-09-15 18:47:58,delivery,
308,34,5,208195,completed,2024-08-20 04:11:59,2024-08-20 04:11:59,takeaway,
309,35,8,168224,completed,2025-01-03 22:03:01,2025-01-03 22:03:01,delivery,
310,35,12,117624,completed,2025-11-12 02:21:48,2025-11-12 02:21:48,dine-in,
311,35,13,214929,completed,2025-04-08 13:11:21,2025-04-08 13:11:21,delivery,
312,35,1,54450,completed,2024-04-28 11:23:54,2024-04-28 11:23:54,takeaway,
313,35,3,301380,completed,2024-09-16 15:49:31,2024-09-16 15:49:31,dine-in,
314,35,2,354986,completed,2024-01-23 01:31:50,2024-01-23 01:31:50,takeaway,
315,35,5,386473,pending,2024-02-19 07:51:41,2024-02-19 07:51:41,takeaway,
316,35,7,107972,completed,2025-11-04 15:56:33,2025-11-04 15:56:33,delivery,
317,36,4,56548,completed,2024-12-26 17:00:21,2024-12-26 17:00:21,delivery,
318,36,3,402944,pending,2024-04-25 13:58:42,2024-04-25 13:58:42,delivery,
319,36,3,211140,completed,2025-03-12 00:04:11,2025-03-12 00:04:11,takeaway,
320,36,12,230987,completed,2025-03-09 15:38:08,2025-03-09 15:38:08,takeaway,
321,36,8,87383,completed,2024-07-28 14:22:14,2024-07-28 14:22:14,delivery,
322,36,1,246111,completed,2025-01-03 03:26:02,2025-01-03 03:26:02,dine-in,
323,36,10,577577,completed,2024-05-30 14:31:24,2024-05-30 14:31:24,dine-in,
324,36,9,146136,pending,2024-03-11 00:09:00,2024-03-11 00:09:00,dine-in,
325,36,2,94092,pending,2025-03-06 21:11:31,2025-03-06 21:11:31,takeaway,
326,36,5,214067,completed,2025-11-05 09:02:21,2025-11-05 09:02:21,takeaway,
327,36,13,110919,pending,2025-04-23 09:38:00,2025-04-23 09:38:00,delivery,
328,36,14,221401,completed,2025-11-27 23:07:18,2025-11-27 23:07:18,delivery,
329,37,9,476284,completed,2024-08-31 14:02:11,2024-08-31 14:02:11,dine-in,
330,37,8,179466,cancelled,2025-05-21 12:41:47,2025-05-21 12:41:47,dine-in,
